Index,Song Name,Streams,Artist,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Valence,Release Year,Duration (minutes),artist,song,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,genre
964,Fancy Like,5145432.0,Walker Hayes,Rock,83.0,60.0,77.0,70.0,4.0,12.0,32.0,80.018,86.0,2021.0,2.7,,,,,,,,,,,,,,,,
965,Cúrame,5104206.0,Rauw Alejandro,Pop,85.0,74.0,62.0,81.0,4.0,59.0,10.0,102.101,24.0,2021.0,2.75,,,,,,,,,,,,,,,,
966,Best Friend (feat. Doja Cat),5090062.0,Saweetie,Pop,83.0,83.0,78.0,79.0,13.0,0.0,5.0,94.018,39.0,2021.0,2.6,,,,,,,,,,,,,,,,
967,Poblado - Remix,11283626.0,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",Reggae,89.0,80.0,82.0,74.0,7.0,10.0,38.0,93.005,65.0,2021.0,6.55,,,,,,,,,,,,,,,,
968,"jealousy, jealousy",11287301.0,Olivia Rodrigo,Pop,90.0,66.0,57.0,71.0,11.0,20.0,4.0,163.929,70.0,2021.0,2.89,,,,,,,,,,,,,,,,
969,Miénteme,11477024.0,"TINI, Maria Becerra",Pop,90.0,84.0,53.0,77.0,5.0,16.0,28.0,92.003,93.0,2021.0,2.75,,,,,,,,,,,,,,,,
970,Kiss My (Uh Oh),5063181.0,"Anne-Marie, Little Mix",Electronic,78.0,59.0,90.0,81.0,3.0,2.0,31.0,103.948,47.0,2021.0,2.95,,,,,,,,,,,,,,,,
971,De Museo,5016125.0,Bad Bunny,Reggae,83.0,53.0,48.0,55.0,6.0,24.0,12.0,132.037,21.0,2021.0,3.5,,,,,,,,,,,,,,,,
972,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),5696113.0,"Tyler, The Creator",Rock,84.0,41.0,65.0,73.0,3.0,27.0,52.0,142.347,87.0,2021.0,2.03,,,,,,,,,,,,,,,,
973,i love you,4863910.0,Billie Eilish,"Electronic, Pop",2.0,33.0,8.0,25.0,2.0,96.0,9.0,137.421,9.0,2021.0,4.86,,,,,,,,,,,,,,,,
974,Late At Night,4954899.0,Roddy Ricch,Hip Hop,84.0,59.0,38.0,52.0,45.0,35.0,13.0,98.54,8.0,2021.0,2.91,,,,,,,,,,,,,,,,
975,good 4 u,40162559.0,Olivia Rodrigo,Pop,99.0,50.0,67.0,75.0,15.0,34.0,7.0,166.928,69.0,2021.0,2.97,,,,,,,,,,,,,,,,
976,Brush Em (feat. Rah Swish),5335271.0,Pop Smoke,Hip Hop,54.0,61.0,73.0,70.0,39.0,11.0,67.0,71.696,72.0,2021.0,2.51,,,,,,,,,,,,,,,,
977,You Right,11629418.0,"Doja Cat, The Weeknd",Pop,89.0,82.0,62.0,70.0,4.0,2.0,7.0,128.986,43.0,2021.0,3.1,,,,,,,,,,,,,,,,
978,Alcohol-Free,5259503.0,TWICE,Pop,82.0,65.0,93.0,87.0,5.0,5.0,5.0,97.097,71.0,2021.0,3.51,,,,,,,,,,,,,,,,
979,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,5186354.0,BIA,Pop,80.0,90.0,45.0,74.0,39.0,20.0,32.0,81.026,59.0,2021.0,3.83,,,,,,,,,,,,,,,,
980,Me Fije,5068677.0,"Alex Rose, Rauw Alejandro",Reggae,83.0,73.0,68.0,79.0,5.0,40.0,8.0,172.024,74.0,2021.0,3.37,,,,,,,,,,,,,,,,
981,"Volta Bebê, Volta Neném",5041120.0,"Dj Guuga, DJ Ivis",Funk/Soul,79.0,52.0,94.0,81.0,3.0,29.0,5.0,164.081,85.0,2021.0,2.88,,,,,,,,,,,,,,,,
982,Aloha,5036030.0,"Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",Reggae,84.0,79.0,72.0,73.0,9.0,54.0,15.0,100.004,80.0,2021.0,4.03,,,,,,,,,,,,,,,,
983,Sexo Virtual,4975786.0,Rauw Alejandro,Pop,82.0,67.0,75.0,82.0,10.0,33.0,7.0,179.879,41.0,2021.0,3.47,,,,,,,,,,,,,,,,
984,Wasting Time ( feat. Drake ),6731106.0,Brent Faiyaz,Pop,78.0,60.0,72.0,80.0,4.0,7.0,8.0,89.982,36.0,2021.0,5.02,,,,,,,,,,,,,,,,
985,I Don't Do Drugs (feat. Ariana Grande),5912293.0,Doja Cat,Pop,80.0,64.0,61.0,73.0,9.0,22.0,14.0,77.014,44.0,2021.0,3.15,,,,,,,,,,,,,,,,
986,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),5392334.0,"Tyler, The Creator",Rock,80.0,82.0,56.0,65.0,40.0,2.0,16.0,142.034,62.0,2021.0,2.44,,,,,,,,,,,,,,,,
987,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),5321544.0,DJ Khaled,Rock,83.0,39.0,73.0,79.0,31.0,0.0,9.0,150.062,21.0,2021.0,3.94,,,,,,,,,,,,,,,,
988,Solar Power,5234112.0,Lorde,Electronic,81.0,70.0,45.0,59.0,9.0,27.0,32.0,87.971,91.0,2021.0,3.21,,,,,,,,,,,,,,,,
989,Your Power,5135380.0,Billie Eilish,"Electronic, Pop",81.0,58.0,25.0,42.0,7.0,94.0,23.0,129.642,19.0,2021.0,4.1,,,,,,,,,,,,,,,,
990,Lieben wir,5029898.0,Shirin David,Rock,77.0,87.0,67.0,66.0,36.0,1.0,6.0,95.939,82.0,2021.0,2.59,,,,,,,,,,,,,,,,
991,Leave The Door Open,13963568.0,"Bruno Mars, Anderson .Paak, Silk Sonic",Pop,92.0,53.0,61.0,64.0,1.0,18.0,8.0,148.088,73.0,2021.0,4.03,,,,,,,,,,,,,,,,
992,Batom de Cereja - Ao Vivo,5011753.0,Israel & Rodolffo,Pop,83.0,55.0,93.0,71.0,4.0,56.0,18.0,171.966,81.0,2021.0,2.35,,,,,,,,,,,,,,,,
993,Faz Amor Comigo Só Hoje - Ao Vivo,5269757.0,"Israel & Rodolffo, Wesley Safadão",Pop,82.0,57.0,95.0,77.0,2.0,30.0,10.0,164.819,90.0,2021.0,2.47,,,,,,,,,,,,,,,,
994,hope ur ok,5435614.0,Olivia Rodrigo,Pop,84.0,35.0,27.0,49.0,5.0,39.0,9.0,77.253,15.0,2021.0,3.49,,,,,,,,,,,,,,,,
995,The Jackie (with J. Cole & Lil Tjay),5454994.0,Bas,Rock,76.0,76.0,46.0,71.0,3.0,34.0,27.0,128.012,64.0,2021.0,3.41,,,,,,,,,,,,,,,,
996,Baila Conmigo (with Rauw Alejandro),5588217.0,Selena Gomez,Pop,84.0,81.0,53.0,68.0,6.0,2.0,8.0,149.903,67.0,2021.0,3.1,,,,,,,,,,,,,,,,
997,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",5383125.0,"Tion Wayne, Russ Millions",Hip Hop,84.0,88.0,68.0,64.0,39.0,21.0,5.0,141.02,74.0,2021.0,4.63,,,,,,,,,,,,,,,,
998,"1 step forward, 3 steps back",5420003.0,Olivia Rodrigo,Pop,85.0,39.0,16.0,47.0,9.0,95.0,11.0,168.884,41.0,2021.0,2.73,,,,,,,,,,,,,,,,
999,AM,5288927.0,"Nio Garcia, Flow La Movie",Reggae,85.0,82.0,51.0,70.0,36.0,40.0,8.0,171.959,62.0,2021.0,3.04,,,,,,,,,,,,,,,,
1000,MI FAI IMPAZZIRE,5242097.0,"BLANCO, Sfera Ebbasta",Rock,83.0,39.0,86.0,76.0,3.0,0.0,12.0,169.941,18.0,2021.0,3.67,,,,,,,,,,,,,,,,
1001,Lost Cause,5203319.0,Billie Eilish,"Electronic, Pop",0.0,63.0,31.0,63.0,25.0,71.0,4.0,75.051,51.0,2021.0,3.54,,,,,,,,,,,,,,,,
1002,bury a friend,5020303.0,Billie Eilish,"Electronic, Pop",1.0,89.0,36.0,40.0,38.0,75.0,9.0,120.035,18.0,2021.0,3.22,,,,,,,,,,,,,,,,
1003,Shot in the Dark,5173308.0,John Mayer,Rock,76.0,71.0,55.0,60.0,0.0,6.0,9.0,122.008,59.0,2021.0,4.15,,,,,,,,,,,,,,,,
1004,Sommergewitter,5627519.0,Pashanim,Rock,84.0,77.0,52.0,55.0,9.0,13.0,10.0,91.996,73.0,2021.0,2.31,,,,,,,,,,,,,,,,
1005,Wrecked,5150909.0,Imagine Dragons,Rock,83.0,57.0,55.0,73.0,1.0,15.0,9.0,93.989,21.0,2021.0,4.07,,,,,,,,,,,,,,,,
1006,Bipolar,5116589.0,"Mc Davi, Mc Pedrinho, Mc Don Juan",Funk/Soul,84.0,54.0,33.0,65.0,7.0,59.0,7.0,124.993,32.0,2021.0,4.61,,,,,,,,,,,,,,,,
1007,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",5110475.0,Internet Money,Pop,84.0,77.0,71.0,75.0,5.0,12.0,11.0,134.997,40.0,2021.0,3.73,,,,,,,,,,,,,,,,
1008,Follow You,5097187.0,Imagine Dragons,Rock,84.0,47.0,74.0,72.0,3.0,0.0,51.0,124.912,48.0,2021.0,2.93,,,,,,,,,,,,,,,,
1009,We're Good,6318660.0,Dua Lipa,Pop,83.0,69.0,58.0,72.0,4.0,3.0,17.0,134.01,59.0,2021.0,2.76,,,,,,,,,,,,,,,,
1010,RAPSTAR,11683383.0,Polo G,Hip Hop,89.0,77.0,53.0,69.0,25.0,41.0,12.0,81.039,43.0,2021.0,2.77,,,,,,,,,,,,,,,,
1011,911,6111108.0,Sech,Reggae,89.0,80.0,72.0,80.0,2.0,17.0,29.0,93.02,79.0,2021.0,3.48,,,,,,,,,,,,,,,,
1012,Pareja Del Año,12572307.0,"Sebastian Yatra, Myke Towers",Reggae,91.0,68.0,62.0,75.0,3.0,16.0,8.0,80.015,82.0,2021.0,3.25,,,,,,,,,,,,,,,,
1013,Astronaut In The Ocean,14174752.0,Masked Wolf,Rock,89.0,76.0,70.0,69.0,8.0,18.0,14.0,149.996,46.0,2021.0,2.21,,,,,,,,,,,,,,,,
1014,Motley Crew,14329162.0,Post Malone,Hip Hop,90.0,78.0,63.0,80.0,6.0,9.0,9.0,129.915,27.0,2021.0,3.07,,,,,,,,,,,,,,,,
1015,Calling My Phone,5467753.0,"Lil Tjay, 6LACK",Hip Hop,85.0,91.0,37.0,66.0,4.0,46.0,12.0,104.949,18.0,2021.0,3.42,,,,,,,,,,,,,,,,
1016,Cover Me In Sunshine,5434073.0,"P!nk, Willow Sage Hart",Pop,83.0,39.0,59.0,69.0,13.0,6.0,6.0,159.702,30.0,2021.0,2.35,,,,,,,,,,,,,,,,
1017,Better Believe,7365053.0,"Belly, The Weeknd, Young Thug",Rock,80.0,78.0,57.0,65.0,34.0,16.0,13.0,124.995,44.0,2021.0,3.44,,,,,,,,,,,,,,,,
1018,512,7336542.0,"Mora, Jhay Cortez",Reggae,87.0,80.0,68.0,66.0,14.0,35.0,16.0,87.961,70.0,2021.0,3.23,,,,,,,,,,,,,,,,
1019,Run,9017356.0,OneRepublic,Rock,88.0,64.0,73.0,64.0,2.0,33.0,14.0,117.003,68.0,2021.0,2.82,,,,,,,,,,,,,,,,
1020,Blaues Licht,7084292.0,"RAF Camora, Bonez MC",Rock,78.0,81.0,85.0,76.0,9.0,40.0,25.0,144.955,71.0,2021.0,2.4,,,,,,,,,,,,,,,,
1021,Beautiful Mistakes (feat. Megan Thee Stallion),9048966.0,Maroon 5,Rock,88.0,68.0,68.0,74.0,0.0,4.0,14.0,99.048,73.0,2021.0,3.79,,,,,,,,,,,,,,,,
1022,Ram Pam Pam,7064003.0,"Natti Natasha, Becky G",Reggae,86.0,91.0,83.0,84.0,6.0,31.0,27.0,97.018,94.0,2021.0,3.35,,,,,,,,,,,,,,,,
1023,Woman,6858466.0,Doja Cat,Pop,86.0,81.0,78.0,79.0,7.0,9.0,10.0,107.998,90.0,2021.0,2.88,,,,,,,,,,,,,,,,
1024,BED,7383369.0,"Joel Corry, RAYE, David Guetta",Electronic,87.0,63.0,79.0,77.0,1.0,1.0,33.0,123.989,62.0,2021.0,2.97,,,,,,,,,,,,,,,,
1025,t r a n s p a r e n t s o u l feat. Travis Barker,6853994.0,WILLOW,Electronic,85.0,29.0,85.0,75.0,4.0,0.0,14.0,90.021,17.0,2021.0,2.8,,,,,,,,,,,,,,,,
1026,Clash (feat. Stormzy),6825463.0,Dave,Rock,79.0,87.0,51.0,70.0,27.0,32.0,7.0,140.013,53.0,2021.0,4.2,,,,,,,,,,,,,,,,
1027,2/Catorce,9086979.0,"Rauw Alejandro, Mr. Naisgai",Pop,87.0,47.0,44.0,72.0,23.0,68.0,11.0,83.876,42.0,2021.0,3.53,,,,,,,,,,,,,,,,
1028,Leave Before You Love Me (with Jonas Brothers),9428494.0,Marshmello,Electronic,89.0,69.0,75.0,76.0,2.0,0.0,10.0,119.976,64.0,2021.0,2.58,,,,,,,,,,,,,,,,
1029,Todo De Ti,26951613.0,Rauw Alejandro,Pop,95.0,76.0,72.0,81.0,3.0,31.0,8.0,127.949,33.0,2021.0,3.33,,,,,,,,,,,,,,,,
1030,I WANNA BE YOUR SLAVE,24551591.0,Måneskin,Rock,95.0,72.0,60.0,79.0,2.0,0.0,17.0,132.507,98.0,2021.0,2.89,,,,,,,,,,,,,,,,
1031,Reckless,6711375.0,Madison Beer,Electronic,86.0,28.0,41.0,69.0,2.0,81.0,13.0,180.104,24.0,2021.0,3.39,,,,,,,,,,,,,,,,
1032,Rasputin,9600707.0,"Majestic, Boney M.",Pop,49.0,82.0,86.0,68.0,5.0,0.0,2.0,128.012,59.0,2021.0,5.76,,,,,,,,,,,,,,,,
1033,Save Your Tears (with Ariana Grande) (Remix),18053141.0,The Weeknd,Pop,94.0,60.0,84.0,77.0,1.0,2.0,8.0,118.091,59.0,2021.0,3.18,,,,,,,,,,,,,,,,
1034,deja vu,18571755.0,Olivia Rodrigo,Pop,93.0,35.0,61.0,67.0,10.0,59.0,37.0,180.917,15.0,2021.0,3.59,,,,,,,,,,,,,,,,
1035,AM Remix,17617965.0,"Nio Garcia, J Balvin, Bad Bunny",Reggae,93.0,71.0,66.0,76.0,16.0,12.0,6.0,172.031,80.0,2021.0,4.36,,,,,,,,,,,,,,,,
1036,Love Again,7465445.0,Dua Lipa,Pop,0.0,61.0,67.0,77.0,1.0,0.0,9.0,115.982,46.0,2021.0,4.3,,,,,,,,,,,,,,,,
1037,brutal,8881356.0,Olivia Rodrigo,Pop,89.0,63.0,52.0,70.0,4.0,3.0,28.0,123.999,26.0,2021.0,2.4,,,,,,,,,,,,,,,,
1038,Don't Start Now,8821971.0,Dua Lipa,Pop,0.0,77.0,81.0,77.0,7.0,1.0,8.0,123.95,68.0,2021.0,3.05,,,,,,,,,,,,,,,,
1039,Sobrio,8514480.0,Maluma,Reggae,87.0,74.0,78.0,84.0,23.0,14.0,14.0,177.998,63.0,2021.0,3.35,,,,,,,,,,,,,,,,
1040,drivers license,15684978.0,Olivia Rodrigo,Pop,92.0,50.0,41.0,61.0,4.0,77.0,9.0,143.875,11.0,2021.0,4.03,,,,,,,,,,,,,,,,
1041,Over The Top (feat. Drake),8269753.0,Smiley,Rock,83.0,82.0,48.0,75.0,11.0,5.0,11.0,139.928,24.0,2021.0,2.56,,,,,,,,,,,,,,,,
1042,Ain't Shit,16126897.0,Doja Cat,Pop,90.0,85.0,47.0,77.0,21.0,51.0,35.0,124.097,62.0,2021.0,2.9,,,,,,,,,,,,,,,,
1043,Volando - Remix,16606925.0,"Mora, Bad Bunny, Sech",Reggae,91.0,61.0,69.0,77.0,5.0,21.0,10.0,153.979,63.0,2021.0,4.56,,,,,,,,,,,,,,,,
1044,Goosebumps - Remix,7452633.0,"Travis Scott, HVME",Electronic,87.0,83.0,59.0,65.0,2.0,42.0,11.0,124.917,82.0,2021.0,2.71,,,,,,,,,,,,,,,,
1045,2055,8133401.0,Sleepy Hallow,Hip Hop,85.0,82.0,50.0,72.0,19.0,50.0,11.0,80.511,64.0,2021.0,2.07,,,,,,,,,,,,,,,,
1046,Loco,8093413.0,"Justin Quiles, Chimbala, Zion & Lennox",Reggae,87.0,75.0,92.0,83.0,3.0,22.0,7.0,128.05,86.0,2021.0,3.86,,,,,,,,,,,,,,,,
1047,ZITTI E BUONI,7975148.0,Måneskin,Rock,86.0,57.0,97.0,83.0,5.0,0.0,43.0,102.999,65.0,2021.0,3.25,,,,,,,,,,,,,,,,
1048,Thot Shit,8977336.0,Megan Thee Stallion,Pop,88.0,96.0,70.0,82.0,8.0,1.0,16.0,130.02,91.0,2021.0,3.08,,,,,,,,,,,,,,,,
1049,Need To Know,16908917.0,Doja Cat,Pop,90.0,62.0,61.0,70.0,6.0,31.0,8.0,130.041,17.0,2021.0,3.51,,,,,,,,,,,,,,,,
1050,Botella Tras Botella,7735223.0,"Gera MX, Christian Nodal",Rock,87.0,70.0,54.0,77.0,2.0,66.0,11.0,106.891,69.0,2021.0,3.29,,,,,,,,,,,,,,,,
1051,Fiel,7717211.0,"Los Legendarios, Wisin, Jhay Cortez",Reggae,88.0,84.0,71.0,78.0,4.0,41.0,10.0,98.005,50.0,2021.0,4.36,,,,,,,,,,,,,,,,
1052,Wants and Needs (feat. Lil Baby),7637626.0,Drake,Rock,87.0,52.0,43.0,71.0,31.0,6.0,11.0,136.006,7.0,2021.0,3.22,,,,,,,,,,,,,,,,
1053,EL MAKINON,8102107.0,"KAROL G, Mariah Angeliq",Reggae,87.0,58.0,71.0,82.0,12.0,26.0,9.0,88.863,43.0,2021.0,3.49,,,,,,,,,,,,,,,,
1054,NDA,9635619.0,Billie Eilish,"Electronic, Pop",84.0,74.0,35.0,57.0,6.0,34.0,10.0,85.016,55.0,2021.0,3.26,,,,,,,,,,,,,,,,
1055,Sal y Perrea,6635076.0,Sech,Reggae,86.0,77.0,92.0,92.0,12.0,19.0,30.0,90.025,82.0,2021.0,3.61,,,,,,,,,,,,,,,,
1056,Fulanito,6614072.0,"Becky G, El Alfa",Reggae,86.0,94.0,85.0,77.0,19.0,26.0,23.0,111.898,83.0,2021.0,2.64,,,,,,,,,,,,,,,,
1057,Permission to Dance,22062812.0,BTS,Pop,95.0,67.0,75.0,74.0,2.0,1.0,34.0,124.925,65.0,2021.0,3.13,,,,,,,,,,,,,,,,
1058,Qué Más Pues?,22405111.0,"J Balvin, Maria Becerra",Reggae,95.0,89.0,84.0,79.0,10.0,3.0,16.0,101.968,78.0,2021.0,3.63,,,,,,,,,,,,,,,,
1059,Entre Nosotros,10215216.0,"Tiago PZK, LIT killah",Hip Hop,89.0,70.0,50.0,71.0,3.0,50.0,12.0,170.064,80.0,2021.0,3.21,,,,,,,,,,,,,,,,
1060,New Normal,5768653.0,Khalid,Pop,79.0,29.0,52.0,58.0,6.0,8.0,17.0,92.047,22.0,2021.0,3.31,,,,,,,,,,,,,,,,
1061,MONTERO (Call Me By Your Name),30071134.0,Lil Nas X,Rock,97.0,55.0,50.0,69.0,15.0,30.0,39.0,178.818,77.0,2021.0,2.3,,,,,,,,,,,,,,,,
1062,Mood (feat. iann dior),10222056.0,24kGoldn,Hip Hop,89.0,66.0,72.0,81.0,1.0,18.0,32.0,91.007,74.0,2021.0,2.34,,,,,,,,,,,,,,,,
1063,goosebumps,5691540.0,Travis Scott,Electronic,87.0,83.0,59.0,65.0,2.0,42.0,11.0,124.917,82.0,2021.0,2.71,,,,,,,,,,,,,,,,
1064,Kiss Me More (feat. SZA),29356736.0,Doja Cat,Pop,94.0,74.0,71.0,81.0,1.0,24.0,11.0,110.968,75.0,2021.0,3.48,,,,,,,,,,,,,,,,
1065,you should see me in a crown,4988054.0,Billie Eilish,"Electronic, Pop",0.0,64.0,52.0,56.0,19.0,52.0,14.0,150.469,27.0,2021.0,3.01,,,,,,,,,,,,,,,,
1066,KESI - Remix,5682062.0,"Camilo, Shawn Mendes",Reggae,83.0,87.0,83.0,78.0,3.0,13.0,8.0,122.959,84.0,2021.0,2.94,,,,,,,,,,,,,,,,
1067,Tell Em,5668576.0,"Cochise, $NOT",Hip Hop,85.0,63.0,72.0,66.0,24.0,10.0,40.0,157.905,47.0,2021.0,3.01,,,,,,,,,,,,,,,,
1068,Baby Me Atende,5594505.0,"Matheus Fernandes, Dilsinho",Pop,83.0,60.0,81.0,80.0,2.0,61.0,96.0,154.027,89.0,2021.0,3.76,,,,,,,,,,,,,,,,
1069,INDUSTRY BABY (feat. Jack Harlow),33948454.0,Lil Nas X,Rock,96.0,71.0,71.0,67.0,4.0,2.0,3.0,149.995,91.0,2021.0,3.53,,,,,,,,,,,,,,,,
1070,Red Light Green Light,5493760.0,DaBaby,Rock,84.0,94.0,66.0,72.0,35.0,13.0,15.0,119.987,95.0,2021.0,2.65,,,,,,,,,,,,,,,,
1071,Ball If I Want To,5478055.0,DaBaby,Rock,84.0,91.0,67.0,75.0,50.0,16.0,6.0,139.949,63.0,2021.0,1.88,,,,,,,,,,,,,,,,
1072,bad guy,5436286.0,Billie Eilish,"Electronic, Pop",0.0,66.0,41.0,53.0,41.0,33.0,9.0,135.128,56.0,2021.0,3.23,,,,,,,,,,,,,,,,
1073,Wasted Love (feat. Lagique),5690260.0,Ofenbach,Electronic,85.0,70.0,87.0,77.0,13.0,8.0,7.0,121.955,54.0,2021.0,2.33,,,,,,,,,,,,,,,,
1074,Up,5845156.0,Cardi B,Pop,83.0,87.0,81.0,72.0,29.0,0.0,3.0,166.0,83.0,2021.0,2.62,,,,,,,,,,,,,,,,
1075,Ficha Limpa,5847975.0,Gusttavo Lima,Pop,85.0,75.0,74.0,78.0,1.0,11.0,24.0,135.005,74.0,2021.0,3.21,,,,,,,,,,,,,,,,
1076,Little Bit of Love,5848466.0,Tom Grennan,Rock,80.0,65.0,71.0,78.0,1.0,8.0,9.0,106.52,62.0,2021.0,3.77,,,,,,,,,,,,,,,,
1077,By Your Side (feat. Tom Grennan),6488622.0,Calvin Harris,Electronic,85.0,70.0,99.0,81.0,1.0,5.0,28.0,124.01,82.0,2021.0,3.16,,,,,,,,,,,,,,,,
1078,MORENA,6469500.0,Luan Santana,Pop,85.0,45.0,74.0,77.0,8.0,18.0,7.0,86.959,47.0,2021.0,3.22,,,,,,,,,,,,,,,,
1079,Hold On,6300416.0,Justin Bieber,Pop,0.0,61.0,63.0,73.0,2.0,1.0,12.0,139.98,27.0,2021.0,2.85,,,,,,,,,,,,,,,,
1080,2:50 Remix,6244011.0,"MYA, TINI, Duki",Pop,85.0,80.0,83.0,78.0,3.0,11.0,23.0,139.966,86.0,2021.0,3.86,,,,,,,,,,,,,,,,
1081,"Nicky Jam: Bzrp Music Sessions, Vol. 41",9799701.0,"Bizarrap, Nicky Jam",Rock,88.0,57.0,87.0,82.0,15.0,9.0,13.0,89.907,83.0,2021.0,2.63,,,,,,,,,,,,,,,,
1082,happier,14849078.0,Olivia Rodrigo,Pop,92.0,30.0,42.0,58.0,13.0,77.0,7.0,168.924,32.0,2021.0,2.93,,,,,,,,,,,,,,,,
1083,Fiel - Remix,10032746.0,"Wisin, Jhay Cortez, Anuel AA, Los Legendarios, Myke Towers",Rock,89.0,83.0,72.0,77.0,3.0,40.0,10.0,97.99,57.0,2021.0,5.83,,,,,,,,,,,,,,,,
1084,traitor,19480679.0,Olivia Rodrigo,Pop,94.0,28.0,31.0,65.0,1.0,70.0,11.0,100.607,6.0,2021.0,3.82,,,,,,,,,,,,,,,,
1085,Butter,19985713.0,BTS,Pop,95.0,73.0,44.0,75.0,8.0,0.0,8.0,109.997,70.0,2021.0,2.74,,,,,,,,,,,,,,,,
1086,enough for you,6040918.0,Olivia Rodrigo,Pop,86.0,59.0,22.0,54.0,8.0,76.0,21.0,88.485,25.0,2021.0,3.38,,,,,,,,,,,,,,,,
1087,Peaches (feat. Daniel Caesar & Giveon),20294457.0,Justin Bieber,Pop,94.0,63.0,70.0,71.0,11.0,32.0,42.0,90.03,46.0,2021.0,3.3,,,,,,,,,,,,,,,,
1088,Miss The Rage (feat. Playboi Carti),5952490.0,Trippie Redd,Hip Hop,85.0,52.0,88.0,73.0,11.0,1.0,88.0,77.005,36.0,2021.0,3.95,,,,,,,,,,,,,,,,
1089,Yonaguni,25030128.0,Bad Bunny,Reggae,96.0,60.0,65.0,77.0,11.0,28.0,12.0,179.951,43.0,2021.0,3.45,,,,,,,,,,,,,,,,
1090,Pepas,14809458.0,Farruko,Rock,92.0,74.0,78.0,80.0,1.0,1.0,11.0,130.001,43.0,2021.0,4.79,,,,,,,,,,,,,,,,
1091,favorite crime,12818935.0,Olivia Rodrigo,Pop,91.0,26.0,24.0,55.0,2.0,87.0,14.0,172.929,20.0,2021.0,2.54,,,,,,,,,,,,,,,,
1092,Memories,5928329.0,Maroon 5,Rock,85.0,75.0,30.0,67.0,4.0,85.0,7.0,91.05,59.0,2021.0,3.16,,,,,,,,,,,,,,,,
1093,Here's Your Perfect,5912784.0,Jamie Miller,Pop,85.0,49.0,44.0,74.0,4.0,50.0,13.0,113.12,41.0,2021.0,2.64,,,,,,,,,,,,,,,,
1094,Heartbreak Anthem (with David Guetta & Little Mix),10315460.0,Galantis,Electronic,89.0,54.0,80.0,76.0,9.0,22.0,4.0,124.111,47.0,2021.0,3.06,,,,,,,,,,,,,,,,
1095,Don't Go Yet,13205250.0,Camila Cabello,Electronic,88.0,62.0,81.0,68.0,9.0,5.0,3.0,110.108,61.0,2021.0,2.75,,,,,,,,,,,,,,,,
1096,Come Through (feat. Chris Brown),5531998.0,H.E.R.,Rock,74.0,56.0,40.0,64.0,3.0,61.0,10.0,135.859,16.0,2021.0,3.57,,,,,,,,,,,,,,,,
1097,LUMBERJACK,11756283.0,"Tyler, The Creator",Rock,76.0,28.0,77.0,71.0,63.0,12.0,54.0,170.691,42.0,2021.0,2.31,,,,,,,,,,,,,,,,
1098,Don’t You (Taylor’s Version) (From The Vault),5197564.0,Taylor Swift,Pop,65.0,50.0,46.0,51.0,3.0,52.0,9.0,101.934,39.0,2021.0,3.48,,,,,,,,,,,,,,,,
1099,We Were Happy (Taylor’s Version) (From The Vault),5189423.0,Taylor Swift,Pop,64.0,55.0,35.0,61.0,0.0,86.0,6.0,106.007,10.0,2021.0,4.07,,,,,,,,,,,,,,,,
1100,WACHA,5172999.0,"KHEA, Duki",Rock,75.0,71.0,63.0,78.0,2.0,35.0,10.0,94.927,52.0,2021.0,3.44,,,,,,,,,,,,,,,,
1101,Dancing With The Devil,5836326.0,Demi Lovato,Pop,66.0,32.0,64.0,73.0,2.0,28.0,10.0,75.245,12.0,2021.0,4.07,,,,,,,,,,,,,,,,
1102,What Other People Say,5413003.0,"Sam Fischer, Demi Lovato",Pop,77.0,60.0,46.0,64.0,2.0,16.0,11.0,126.904,22.0,2021.0,3.25,,,,,,,,,,,,,,,,
1103,Unstable (feat. The Kid LAROI),5137645.0,Justin Bieber,Pop,74.0,42.0,30.0,56.0,1.0,74.0,10.0,99.757,36.0,2021.0,2.64,,,,,,,,,,,,,,,,
1104,Además de Mí - Remix,5060336.0,"Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK",Hip Hop,78.0,30.0,61.0,75.0,4.0,4.0,18.0,78.4,39.0,2021.0,5.5,,,,,,,,,,,,,,,,
1105,Ghost,5013450.0,Justin Bieber,Pop,71.0,54.0,75.0,73.0,3.0,19.0,42.0,153.96,43.0,2021.0,2.55,,,,,,,,,,,,,,,,
1106,You’re Not Sorry (Taylor’s Version),5860405.0,Taylor Swift,Pop,64.0,43.0,43.0,76.0,1.0,5.0,11.0,133.873,22.0,2021.0,4.36,,,,,,,,,,,,,,,,
